fatoOuFake, tituloNoticia, link
0,É #FAKE que maioria dos votos nulos anula eleição e impõe novo pleito com outros candidatos,https://g1.globo.com/fato-ou-fake/noticia/2018/09/26/e-fake-que-maioria-dos-votos-nulos-anula-eleicao-e-impoe-novo-pleito-com-outros-candidatos.ghtml
0,É #FAKE que Sandy declarou apoio a Bolsonaro em show em Curitiba,https://g1.globo.com/fato-ou-fake/noticia/2018/09/25/e-fake-que-sandy-declarou-apoio-a-bolsonaro-em-show-em-curitiba.ghtml
0,É #FAKE que ilustração de ato sexual foi usada em cartilha do MEC para crianças,https://g1.globo.com/fato-ou-fake/noticia/2018/09/25/e-fake-que-ilustracao-de-ato-sexual-foi-usada-em-cartilha-do-mec-para-criancas.ghtml
0,É #FAKE vídeo em que Lula pede votos para Bolsonaro,https://g1.globo.com/fato-ou-fake/noticia/2018/09/24/e-fake-video-em-que-lula-pede-votos-para-bolsonaro.ghtml
0,É #FAKE print de texto que diz que Jean Wyllys foi convidado por Haddad para ser ministro da Educação em eventual governo,https://g1.globo.com/fato-ou-fake/noticia/2018/09/21/e-fake-print-de-texto-que-diz-que-jean-wyllys-foi-convidado-por-haddad-para-ser-ministro-da-educacao-em-eventual-governo.ghtml
0,É #FAKE capa da revista Veja sobre escândalo das pesquisas eleitorais compradas,https://g1.globo.com/fato-ou-fake/noticia/2018/09/21/e-fake-capa-da-revista-veja-sobre-escandalo-das-pesquisas-eleitorais-compradas.ghtml
0,É #FAKE áudio que mostra Bolsonaro gritando em hospital,https://g1.globo.com/fato-ou-fake/noticia/2018/09/20/e-fake-audio-que-mostra-bolsonaro-gritando-em-hospital.ghtml
0,É #FAKE que áudio com reflexões políticas que circula na web foi gravado pelo padre Marcelo Rossi,https://g1.globo.com/fato-ou-fake/noticia/2018/09/14/e-fake-que-audio-com-reflexoes-politicas-que-circula-na-web-foi-gravado-pelo-padre-marcelo-rossi.ghtml
0,É #FAKE que livro citado por Bolsonaro no JN 0,É o que aparece com carimbo de escola de Maceió,https://g1.globo.com/fato-ou-fake/noticia/2018/09/04/e-fake-que-livro-citado-por-bolsonaro-no-jn-e-o-que-aparece-com-carimbo-de-escola-de-maceio.ghtml
0,É #FAKE frase atribuída a Dilma sobre greve de fome,https://g1.globo.com/fato-ou-fake/noticia/2018/08/28/e-fake-frase-atribuida-a-dilma-sobre-greve-de-fome.ghtml
0,É #FAKE que venezuelanos estão recebendo título de eleitor para votar em outubro,https://g1.globo.com/fato-ou-fake/noticia/2018/08/28/e-fake-que-venezuelanos-estao-recebendo-titulo-de-eleitor-para-votar-em-outubro.ghtml
0,#Verificamos: É falso que ‘voto em papel está disponível em todas seções eleitorais’,https://piaui.folha.uol.com.br/lupa/2018/10/11/verificamos-voto-papel-todas-secoes/
0,#Verificamos: Márcio França não ‘declarou voto em Haddad’,https://piaui.folha.uol.com.br/lupa/2018/10/12/verificamos-marcio-franca-haddad/
0,#Verificamos: Bolsonaro não disse que ‘paciente com câncer custa caro para o Estado’ e que vai ‘cortar essa farra’,https://piaui.folha.uol.com.br/lupa/2018/10/09/bolsonaro-cancer-farra/
0,#Verificamos: Delação de Palocci não cita manipulação em urnas eletrônicas,https://piaui.folha.uol.com.br/lupa/2018/10/07/verificamos-palocci-urnas/
0,#Verificamos: programa de governo de Ciro Gomes não prevê exportação de carne de jumento,https://piaui.folha.uol.com.br/lupa/2018/10/06/verificamos-ciro-exportacao-jumento/
0,#Verificamos: imagem de pesquisa que mostra vitória de Bolsonaro no 1º turno foi manipulada,https://piaui.folha.uol.com.br/lupa/2018/10/06/verificamos-pesquisa-vitoria-bolsonaro/
0,#Verificamos: Datena fez vídeo de apoio a Alckmin, e não a Bolsonaro,https://piaui.folha.uol.com.br/lupa/2018/10/03/verificamos-datena-bolsonaro/
0,#Verificamos: Filho de Bolsonaro não disse que assassinato de um filho gay é ‘questão familiar’,https://piaui.folha.uol.com.br/lupa/2018/10/02/verificamos-bolsonaro-filho/
0,#Verificamos: Foi montada foto que mostra quatro atrizes defendendo Lei Rouanet em manifestação,https://piaui.folha.uol.com.br/lupa/2018/09/30/verificamos-foto-atrizes-lei-rouanet-manifestacao/
